FamilyID	TaxonID	Count	Change	Pvalue
OG0000012	55	48	-1	0.730665
OG0000012	Ajap	34	-1	0.809205
OG0000012	61	50	0	0.878947
OG0000012	47	32	23	1.40547e-23
OG0000012	Skow	77	45	2.65628e-22
OG0000012	48	34	2	0.263214
OG0000012	Cpla	50	2	0.517597
OG0000012	Ctig	54	4	0.220303
OG0000012	62	51	1	0.290412
OG0000012	52	41	4	0.0414426
OG0000012	Anja	40	6	0.0721437
OG0000012	51	37	28	5.72526e-36
OG0000012	Blan	96	59	6.55207e-30
OG0000012	58	54	4	0.155719
OG0000012	Drer	60	6	0.0910595
OG0000012	Pwal	57	6	0.0839108
OG0000012	70	51	0	0.602696
OG0000012	49	34	0	0.887989
OG0000012	Arub	31	-3	0.376536
OG0000012	50	35	1	0.418358
OG0000012	Spur	38	3	0.297718
OG0000012	54	49	6	0.036407
OG0000012	Cmil	46	-2	0.61898
OG0000012	Lcha	49	-1	0.835812
OG0000012	Cint	52	11	0.00299706
OG0000012	53	43	2	0.431813
OG0000012	Ebur	37	-6	0.102973
OG0000012	56	48	0	0.882253
OG0000012	66	51	0	0.914227
OG0000012	64	51	0	0.846716
OG0000012	68	55	4	0.0809911
OG0000012	Pann	59	9	0.0171942
OG0000012	Leri	48	0	0.942521
OG0000012	82	48	0	0.890723
OG0000012	63	51	0	0.904269
OG0000012	Emac	53	3	0.349525
OG0000012	57	50	1	0.299887
OG0000012	Rbiv	52	1	0.722744
OG0000012	Sorb	55	1	0.732514
OG0000012	59	50	0	0.801675
OG0000012	67	51	0	0.748377
OG0000012	60	50	0	0.712736
OG0000012	69	51	0	0.732859
OG0000012	65	51	0	0.774412
OG0000012	Xtro	44	-11	0.00211839
OG0000012	Gser	49	-2	0.617096
OG0000012	Muni	52	1	0.720693
OG0000012	83	48	0	0.889178
OG0000012	Bbuf	46	-5	0.170028
OG0000012	Bbom	48	-3	0.432562
OG0000012	Mdom	48	1	0.709356
OG0000012	Xlae	87	32	5.74881e-13
OG0000012	85	48	0	0.724875
OG0000012	80	48	0	0.76664
OG0000012	74	47	0	0.802517
OG0000012	Oana	42	-5	0.162779
OG0000012	78	50	2	0.212322
OG0000012	79	50	0	0.782897
OG0000012	Acar	48	-2	0.611975
OG0000012	71	52	1	0.473298
OG0000012	72	48	-2	0.276566
OG0000012	73	47	-1	0.687538
OG0000012	Sbom	46	-5	0.174432
OG0000012	Ggan	48	0	0.94034
OG0000012	86	47	-1	0.572416
OG0000012	76	47	0	0.663109
OG0000012	Clup	49	2	0.49509
OG0000012	77	48	0	0.831007
OG0000012	Hsap	45	-2	0.596284
OG0000012	Npar	52	0	0.941675
OG0000012	Rtem	54	2	0.511682
OG0000012	75	47	0	0.895102
OG0000012	Tcar	55	8	0.0228873
OG0000012	Cpic	49	2	0.501526
OG0000012	Pmeg	19	-28	1.22195e-16
OG0000012	81	48	0	0.76664
OG0000012	Ttru	48	1	0.704201
OG0000012	Tgut	46	-2	0.602661
OG0000012	Cpor	50	2	0.502104
OG0000012	Amis	44	-4	0.2656
OG0000012	Ggal	49	1	0.709643
OG0000012	84	48	0	0.687783
OG0000012	Asin	50	2	0.502426
OG0000012	88	47	0	0.577963
OG0000012	87	47	0	0.722109
OG0000012	Psin	46	-1	0.823466
OG0000012	89	47	0	0.577963
OG0000012	Cser	51	4	0.207579
OG0000015	55	20	0	0.845806
OG0000015	Ajap	70	20	2.00182e-06
OG0000015	61	19	-1	0.471733
OG0000015	47	33	24	1.01788e-24
